	id	text
649	BROCCOLI	METHOMYL
650	BROCCOLI	PYRETHRINS
651	BROCCOLI	STREPTOMYCES LYDICUS
652	BROCCOLI	DICHLOROPROPENE
653	BROCCOLI	SPIROMESIFEN
654	BROCCOLI	FLONICAMID
655	BROCCOLI	BOSCALID
656	BROCCOLI	SULFUR
657	BROCCOLI	POTASSIUM BICARBON.
658	BROCCOLI	AMETOCTRADIN
659	BROCCOLI	GLYPHOSATE ISO. SALT
660	BROCCOLI	SETHOXYDIM
661	BROCCOLI	FLUPYRADIFURONE
662	BROCCOLI	THIAMETHOXAM
663	BROCCOLI	FLUXAPYROXAD
664	BROCCOLI	PARAQUAT
665	BROCCOLI	OXYDEMETON-METHYL
666	BROCCOLI	MANCOZEB
667	BROCCOLI	NEEM OIL
668	BROCCOLI	SPINETORAM
669	BROCCOLI	MYROTHECIUM VERRUC.
670	BROCCOLI	CYPRODINIL
671	BROCCOLI	FENAMIDONE
672	BROCCOLI	FOSETYL-AL
673	BROCCOLI	PYRAFLUFEN-ETHYL
674	BROCCOLI	SPINOSAD
675	BROCCOLI	EMAMECTIN BENZOATE
676	BROCCOLI	PYRACLOSTROBIN
677	BROCCOLI	NALED
678	BROCCOLI	PERMETHRIN
679	BROCCOLI	CHLORANTRANILIPROLE
680	BROCCOLI	TRIFLURALIN
681	BROCCOLI	BIFENTHRIN
682	BROCCOLI	DINOTEFURAN
683	BROCCOLI	ACETAMIPRID
684	BROCCOLI	PYMETROZINE
685	BROCCOLI	NAPROPAMIDE
686	BROCCOLI	FLUBENDIAMIDE
687	CAULIFLOWER	BETA-CYFLUTHRIN
688	CAULIFLOWER	COPPER OCTANOATE
689	CAULIFLOWER	INDOXACARB
690	CAULIFLOWER	CLOTHIANIDIN
691	CAULIFLOWER	ACIBENZOLAR-S-METHYL
692	CAULIFLOWER	REYNOUTRIA SACHALINE
693	CAULIFLOWER	DIURON
694	CAULIFLOWER	BACILLUS AMYLOLIQUEFACIENS STRAIN D747
695	CAULIFLOWER	ACEPHATE
696	CAULIFLOWER	BT KURSTAKI EG7841
697	CAULIFLOWER	BACILLUS PUMILUS
698	CAULIFLOWER	CYROMAZINE
699	CAULIFLOWER	MONO-POTASSIUM SALT
700	CAULIFLOWER	AZOXYSTROBIN
701	CAULIFLOWER	ESFENVALERATE
702	CAULIFLOWER	BEAUVERIA BASSIANA
703	CAULIFLOWER	METAM-SODIUM
704	CAULIFLOWER	FENPROPATHRIN
705	CAULIFLOWER	TRIFLOXYSTROBIN
706	CAULIFLOWER	CLETHODIM
707	CAULIFLOWER	MANDIPROPAMIDE TECHN
708	CAULIFLOWER	AZADIRACHTIN
709	CAULIFLOWER	FLUOPYRAM
710	CAULIFLOWER	ZETA-CYPERMETHRIN
711	CAULIFLOWER	BURKHOLDERIA A396 CELLS & MEDIA
712	CAULIFLOWER	PCNB
713	CAULIFLOWER	NOVALURON
714	CAULIFLOWER	GARLIC OIL
715	CAULIFLOWER	SPIROTETRAMAT
716	CAULIFLOWER	BT KURSTAKI SA-11
717	CAULIFLOWER	BT SUB AIZAWAI GC-91
718	CAULIFLOWER	DCPA
719	CAULIFLOWER	NEEM OIL, CLAR. HYD.
720	CAULIFLOWER	CHLOROTHALONIL
721	CAULIFLOWER	COPPER OXIDE
722	CAULIFLOWER	BACILLUS SUBTILIS
723	CAULIFLOWER	COPPER CHLORIDE HYD.
724	CAULIFLOWER	LAMBDA-CYHALOTHRIN
725	CAULIFLOWER	METHOXYFENOZIDE
726	CAULIFLOWER	CONIOTHYRIUM MINITAN
727	CAULIFLOWER	PEROXYACETIC ACID
728	CAULIFLOWER	CARBARYL
729	CAULIFLOWER	SULFOXAFLOR
730	CAULIFLOWER	TRIBENURON-METHYL
731	CAULIFLOWER	POTASSIUM SALTS
732	CAULIFLOWER	BT KURSTAKI ABTS-351
733	CAULIFLOWER	FLUOPICOLIDE
734	CAULIFLOWER	GLYPHOSATE POT. SALT
735	CAULIFLOWER	CAPSICUM OLEORESIN EXTRACT
736	CAULIFLOWER	BT KURSTAK ABTS-1857
737	CAULIFLOWER	BENSULIDE
738	CAULIFLOWER	MEFENOXAM
739	CAULIFLOWER	COPPER HYDROXIDE
740	CAULIFLOWER	CYANTRANILIPROLE
741	CAULIFLOWER	BUPROFEZIN
742	CAULIFLOWER	DIMETHOMORPH
743	CAULIFLOWER	PETROLEUM DISTILLATE
744	CAULIFLOWER	OXYFLUORFEN
745	CAULIFLOWER	DIMETHOATE
746	CAULIFLOWER	MINERAL OIL
747	CAULIFLOWER	PENTHIOPYRAD
748	CAULIFLOWER	PAECILOMYCES FUMOSOR
749	CAULIFLOWER	CYAZOFAMID
750	CAULIFLOWER	IMIDACLOPRID
751	CAULIFLOWER	(Z)-11-HEXADECENAL
752	CAULIFLOWER	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
753	CAULIFLOWER	MALATHION
754	CAULIFLOWER	PAECILOMYCES LILACIN
755	CAULIFLOWER	METHOMYL
756	CAULIFLOWER	PYRETHRINS
757	CAULIFLOWER	STREPTOMYCES LYDICUS
758	CAULIFLOWER	DICHLOROPROPENE
759	CAULIFLOWER	SPIROMESIFEN
760	CAULIFLOWER	FLONICAMID
761	CAULIFLOWER	BOSCALID
762	CAULIFLOWER	SULFUR
763	CAULIFLOWER	AMETOCTRADIN
764	CAULIFLOWER	OXATHIAPIPROLIN
765	CAULIFLOWER	BT KURSTAKI SA-12
766	CAULIFLOWER	CANOLA OIL
767	CAULIFLOWER	GLYPHOSATE ISO. SALT
768	CAULIFLOWER	SETHOXYDIM
769	CAULIFLOWER	FLUPYRADIFURONE
770	CAULIFLOWER	THIAMETHOXAM
771	CAULIFLOWER	HYDROGEN PEROXIDE
772	CAULIFLOWER	GS-OMEGA/KAPPA-HXTX-HV1A
773	CAULIFLOWER	HEXADECENYL ACETATE
774	CAULIFLOWER	FLUXAPYROXAD
775	CAULIFLOWER	PARAQUAT
776	CAULIFLOWER	DIFENOCONAZOLE
777	CAULIFLOWER	OXYDEMETON-METHYL
778	CAULIFLOWER	MANCOZEB
779	CAULIFLOWER	NEEM OIL
780	CAULIFLOWER	SPINETORAM
781	CAULIFLOWER	MYROTHECIUM VERRUC.
782	CAULIFLOWER	FENAMIDONE
783	CAULIFLOWER	CARFENTRAZONE-ETHYL
784	CAULIFLOWER	PYRAFLUFEN-ETHYL
785	CAULIFLOWER	FOSETYL-AL
786	CAULIFLOWER	SPINOSAD
787	CAULIFLOWER	EMAMECTIN BENZOATE
788	CAULIFLOWER	PYRACLOSTROBIN
789	CAULIFLOWER	AFIDOPYROPEN
790	CAULIFLOWER	NALED
791	CAULIFLOWER	PERMETHRIN
792	CAULIFLOWER	CYPERMETHRIN
793	CAULIFLOWER	CHLORANTRANILIPROLE
794	CAULIFLOWER	TRIFLURALIN
795	CAULIFLOWER	BIFENTHRIN
796	CAULIFLOWER	DINOTEFURAN
797	CAULIFLOWER	ACETAMIPRID
798	CAULIFLOWER	PYMETROZINE
799	CAULIFLOWER	NAPROPAMIDE
800	CAULIFLOWER	FLUBENDIAMIDE
801	BEANS	ETHALFLURALIN
802	BEANS	BETA-CYFLUTHRIN
803	BEANS	FENPYROXIMATE
804	BEANS	FOMESAFEN SODIUM
805	BEANS	REYNOUTRIA SACHALINE
806	BEANS	FAMOXADONE
807	BEANS	ACEPHATE
808	BEANS	S-METOLACHLOR
809	BEANS	CYROMAZINE
810	BEANS	CAPTAN
811	BEANS	AZOXYSTROBIN
812	BEANS	ESFENVALERATE
813	BEANS	BEAUVERIA BASSIANA
814	BEANS	FLUDIOXONIL
815	BEANS	FENPROPATHRIN
816	BEANS	CLETHODIM
817	BEANS	AZADIRACHTIN
818	BEANS	ZETA-CYPERMETHRIN
819	BEANS	METOLACHLOR
820	BEANS	PROPICONAZOLE
821	BEANS	ABAMECTIN
822	BEANS	NOVALURON
823	BEANS	SPIROTETRAMAT
824	BEANS	IMAZAMOX
825	BEANS	CHLOROTHALONIL
826	BEANS	EPTC
827	BEANS	COPPER CHLORIDE HYD.
828	BEANS	LAMBDA-CYHALOTHRIN
829	BEANS	METHOXYFENOZIDE
830	BEANS	BENTAZON
831	BEANS	MYCLOBUTANIL
832	BEANS	IMAZETHAPYR, AMMON.
833	BEANS	CARBARYL
834	BEANS	POTASSIUM SALTS
835	BEANS	TEBUCONAZOLE
836	BEANS	FLUOPICOLIDE
837	BEANS	GLYPHOSATE POT. SALT
838	BEANS	BT KURSTAKI ABTS-351
839	BEANS	MEFENOXAM
840	BEANS	COPPER HYDROXIDE
841	BEANS	PETROLEUM DISTILLATE
842	BEANS	PENDIMETHALIN
843	BEANS	DIMETHOATE
844	BEANS	PENTHIOPYRAD
845	BEANS	CYFLUTHRIN
846	BEANS	CYAZOFAMID
847	BEANS	IMIDACLOPRID
848	BEANS	MALATHION
849	BEANS	METHOMYL
850	BEANS	HEXYTHIAZOX
851	BEANS	CLOMAZONE
852	BEANS	PYRETHRINS
853	BEANS	STREPTOMYCES LYDICUS
854	BEANS	CYMOXANIL
855	BEANS	BOSCALID
856	BEANS	SULFUR
857	BEANS	DIAZINON
858	BEANS	THIOPHANATE-METHYL
859	BEANS	GLYPHOSATE ISO. SALT
860	BEANS	SETHOXYDIM
861	BEANS	FLUPYRADIFURONE
862	BEANS	THIAMETHOXAM
863	BEANS	PARAQUAT
864	BEANS	DIFENOCONAZOLE
865	BEANS	MANCOZEB
866	BEANS	SPINETORAM
867	BEANS	CYPRODINIL
868	BEANS	CARFENTRAZONE-ETHYL
869	BEANS	SPINOSAD
870	BEANS	PYRACLOSTROBIN
871	BEANS	NALED
872	BEANS	PERMETHRIN
873	BEANS	CHLORANTRANILIPROLE
874	BEANS	TRIFLURALIN
875	BEANS	BIFENTHRIN
876	BEANS	ACETAMIPRID
877	BEANS	HALOSULFURON-METHYL
878	BEANS	BIFENAZATE
879	BEANS	PYRIPROXYFEN
880	BEANS	FLUBENDIAMIDE
881	CARROTS	DIAZINON
882	CARROTS	BETA-CYFLUTHRIN
883	CARROTS	FLUVALINATE
884	CARROTS	MEFENOXAM
885	CARROTS	COPPER HYDROXIDE
886	CARROTS	REYNOUTRIA SACHALINE
887	CARROTS	GLYPHOSATE ISO. SALT
888	CARROTS	FLUAZIFOP-P-BUTYL
889	CARROTS	LINURON
890	CARROTS	STRYCHNINE
891	CARROTS	SETHOXYDIM
892	CARROTS	THIAMETHOXAM
893	CARROTS	HYDROGEN PEROXIDE
894	CARROTS	BACILLUS AMYLOLIQUEFACIENS STRAIN D747
895	CARROTS	POTASSIUM SILICATE
896	CARROTS	BT KURSTAKI SA-11
897	CARROTS	DIPHACINONE
898	CARROTS	PENDIMETHALIN
899	CARROTS	ZETA-CYPERMETHRIN
900	CARROTS	SPINOSAD
901	CARROTS	PENTHIOPYRAD
902	CARROTS	NEEM OIL, CLAR. HYD.
903	CARROTS	CHLOROTHALONIL
904	CARROTS	COPPER OXIDE
905	CARROTS	S-METOLACHLOR
906	CARROTS	BACILLUS PUMILUS
907	CARROTS	CYPRODINIL
908	CARROTS	CYFLUTHRIN
909	CARROTS	MONO-POTASSIUM SALT
910	CARROTS	CYAZOFAMID
911	CARROTS	BACILLUS SUBTILIS
912	CARROTS	FENAMIDONE
913	CARROTS	CARFENTRAZONE-ETHYL
914	CARROTS	IMIDACLOPRID
915	CARROTS	EPTC
916	CARROTS	AZOXYSTROBIN
917	CARROTS	PYRACLOSTROBIN
918	CARROTS	FLUDIOXONIL
919	CARROTS	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
920	CARROTS	COPPER CHLORIDE HYD.
921	CARROTS	ESFENVALERATE
922	CARROTS	MALATHION
923	CARROTS	METHOXYFENOZIDE
924	CARROTS	METAM-SODIUM
925	CARROTS	CONIOTHYRIUM MINITAN
926	CARROTS	METRIBUZIN
927	CARROTS	METHOMYL
928	CARROTS	PAECILOMYCES LILACIN
929	CARROTS	PERMETHRIN
930	CARROTS	CHLORANTRANILIPROLE
931	CARROTS	PYRETHRINS
932	CARROTS	CLETHODIM
933	CARROTS	PEROXYACETIC ACID
934	CARROTS	TRIFLURALIN
935	CARROTS	DICHLOROPROPENE
936	CARROTS	BIFENTHRIN
937	CARROTS	FLONICAMID
938	CARROTS	PROMETRYN
939	CARROTS	ZINC PHOSPHIDE
940	CARROTS	BOSCALID
941	CARROTS	METAM-POTASSIUM
942	CARROTS	FLUOPICOLIDE
943	CARROTS	GLYPHOSATE POT. SALT
944	CARROTS	PIPERONYL BUTOXIDE
945	CARROTS	PROPICONAZOLE
946	CARROTS	SULFUR
947	CARROTS	IPRODIONE
948	SWEET CORN	ETHALFLURALIN
949	SWEET CORN	FLUFENACET
950	SWEET CORN	BETA-CYFLUTHRIN
951	SWEET CORN	ACETOCHLOR
952	SWEET CORN	FENPYROXIMATE
953	SWEET CORN	INDOXACARB
954	SWEET CORN	SIMAZINE
955	SWEET CORN	FAMOXADONE
956	SWEET CORN	CLOPYRALID
957	SWEET CORN	ATRAZINE
958	SWEET CORN	GAMMA-CYHALOTHRIN
959	SWEET CORN	DIMETHENAMID-P
960	SWEET CORN	BICYCLOPYRONE
961	SWEET CORN	CLOPYRALID MONO SALT
962	SWEET CORN	BROMACIL
963	SWEET CORN	BT KURSTAKI EG7841
964	SWEET CORN	S-METOLACHLOR
965	SWEET CORN	MESOTRIONE
966	SWEET CORN	MONO-POTASSIUM SALT
967	SWEET CORN	INDOLEBUTYRIC ACID
968	SWEET CORN	PRONAMIDE
969	SWEET CORN	FLUMETSULAM
970	SWEET CORN	TEFLUTHRIN
971	SWEET CORN	AZOXYSTROBIN
972	SWEET CORN	ESFENVALERATE
973	SWEET CORN	METAM-SODIUM
974	SWEET CORN	CYPROCONAZOLE
975	SWEET CORN	THIENCARBAZONE-METHY
976	SWEET CORN	TRIFLOXYSTROBIN
977	SWEET CORN	PROPARGITE
978	SWEET CORN	IMIDACLOPRID
979	SWEET CORN	AZADIRACHTIN
980	SWEET CORN	ZETA-CYPERMETHRIN
981	SWEET CORN	METOLACHLOR
982	SWEET CORN	PROPICONAZOLE
983	SWEET CORN	THIODICARB
984	SWEET CORN	NICOSULFURON
985	SWEET CORN	ABAMECTIN
986	SWEET CORN	BURKHOLDERIA A396 CELLS & MEDIA
987	SWEET CORN	METSULFURON-METHYL
988	SWEET CORN	2,4-D, DIMETH. SALT
989	SWEET CORN	2,4-D, 2-EHE
990	SWEET CORN	BT KURSTAKI SA-11
991	SWEET CORN	DICAMBA
992	SWEET CORN	NEEM OIL, CLAR. HYD.
993	SWEET CORN	CHLOROTHALONIL
994	SWEET CORN	GLYPHOSATE DIM. SALT
995	SWEET CORN	QUINOLINE
996	SWEET CORN	TEBUPIRIMPHOS
997	SWEET CORN	BROMOXYNIL OCTANOATE
998	SWEET CORN	LAMBDA-CYHALOTHRIN
999	SWEET CORN	RIMSULFURON
1000	SWEET CORN	METHOXYFENOZIDE
1001	SWEET CORN	CYFLUFENAMID
1002	SWEET CORN	BENTAZON
1003	SWEET CORN	CONIOTHYRIUM MINITAN
1004	SWEET CORN	THIFENSULFURON
1005	SWEET CORN	CARBARYL
1006	SWEET CORN	ALACHLOR
1007	SWEET CORN	TEBUCONAZOLE
1008	SWEET CORN	BT KURSTAKI ABTS-351
1009	SWEET CORN	GLYPHOSATE POT. SALT
1010	SWEET CORN	LINURON
1011	SWEET CORN	IPRODIONE
1012	SWEET CORN	BT KURSTAK ABTS-1857
1013	SWEET CORN	2,4-D, TRIISO. SALT
1014	SWEET CORN	CHLORPYRIFOS
1015	SWEET CORN	COPPER HYDROXIDE
1016	SWEET CORN	DICAMBA, SODIUM SALT
1017	SWEET CORN	DIMETHOMORPH
1018	SWEET CORN	DELTAMETHRIN
1019	SWEET CORN	OXYFLUORFEN
1020	SWEET CORN	COPPER SULFATE
1021	SWEET CORN	PENDIMETHALIN
1022	SWEET CORN	MINERAL OIL
1023	SWEET CORN	PENTHIOPYRAD
1024	SWEET CORN	CYTOKININS
1025	SWEET CORN	ETOXAZOLE
1026	SWEET CORN	CYFLUTHRIN
1027	SWEET CORN	CYAZOFAMID
1028	SWEET CORN	IMIDACLOPRID
1029	SWEET CORN	MALATHION
1030	SWEET CORN	HELICOVERPA ZEA NPV
1031	SWEET CORN	METHOMYL
1032	SWEET CORN	HEXYTHIAZOX
1033	SWEET CORN	CLOMAZONE
1034	SWEET CORN	PYRETHRINS
1035	SWEET CORN	CYMOXANIL
1036	SWEET CORN	DICHLOROPROPENE
1037	SWEET CORN	SPIROMESIFEN
1038	SWEET CORN	PROTHIOCONAZOLE
1039	SWEET CORN	METCONAZOLE
1040	SWEET CORN	TOPRAMEZONE
1041	SWEET CORN	BOSCALID
1042	SWEET CORN	SULFUR
1043	SWEET CORN	THIOPHANATE-METHYL
1044	SWEET CORN	AMETOCTRADIN
1045	SWEET CORN	BT KURSTAKI SA-12
1046	SWEET CORN	GLYPHOSATE ISO. SALT
1047	SWEET CORN	FLUPYRADIFURONE
1048	SWEET CORN	THIAMETHOXAM
1049	SWEET CORN	HYDROGEN PEROXIDE
1050	SWEET CORN	FLUXAPYROXAD
1051	SWEET CORN	PARAQUAT
1052	SWEET CORN	DIFENOCONAZOLE
1053	SWEET CORN	METHYL ANTHRANILATE
1054	SWEET CORN	OXYDEMETON-METHYL
1055	SWEET CORN	TERBUFOS
1056	SWEET CORN	MANCOZEB
1057	SWEET CORN	GLUFOSINATE-AMMONIUM
1058	SWEET CORN	SPINETORAM
1059	SWEET CORN	CARFENTRAZONE-ETHYL
1060	SWEET CORN	SPINOSAD
1061	SWEET CORN	PYRACLOSTROBIN
1062	SWEET CORN	PERMETHRIN
1063	SWEET CORN	CHLORANTRANILIPROLE
1064	SWEET CORN	TEMBOTRIONE
1065	SWEET CORN	GLYPHOSATE
1066	SWEET CORN	BIFENTHRIN
1067	SWEET CORN	ACETAMIPRID
1068	SWEET CORN	PICOXYSTROBIN
1069	SWEET CORN	BROMOXYNIL HEPTAN.
1070	SWEET CORN	DICAMBA, DIMET. SALT
1071	SWEET CORN	GLYPHOSATE AMM. SALT
1072	SWEET CORN	HALOSULFURON-METHYL
1073	SWEET CORN	FLUBENDIAMIDE
1074	LETTUCE	BETA-CYFLUTHRIN
1075	LETTUCE	COPPER OCTANOATE
1076	LETTUCE	INDOXACARB
1077	LETTUCE	CLOTHIANIDIN
1078	LETTUCE	ACIBENZOLAR-S-METHYL
1079	LETTUCE	REYNOUTRIA SACHALINE
1080	LETTUCE	FAMOXADONE
1081	LETTUCE	BACILLUS AMYLOLIQUEFACIENS STRAIN D747
1082	LETTUCE	ACEPHATE
1083	LETTUCE	CHENOPODIUM AMBROSIO
1084	LETTUCE	BACILLUS PUMILUS
1085	LETTUCE	CYROMAZINE
1086	LETTUCE	MONO-POTASSIUM SALT
1087	LETTUCE	PRONAMIDE
1088	LETTUCE	AZOXYSTROBIN
1089	LETTUCE	ESFENVALERATE
1090	LETTUCE	FLUDIOXONIL
1091	LETTUCE	TRIFLOXYSTROBIN
1092	LETTUCE	CLETHODIM
1093	LETTUCE	MANDIPROPAMIDE TECHN
1094	LETTUCE	AZADIRACHTIN
1095	LETTUCE	FLUOPYRAM
1096	LETTUCE	ZETA-CYPERMETHRIN
1097	LETTUCE	ABAMECTIN
1098	LETTUCE	SPIROTETRAMAT
1099	LETTUCE	BT KURSTAKI SA-11
1100	LETTUCE	BT SUB AIZAWAI GC-91
1101	LETTUCE	NEEM OIL, CLAR. HYD.
1102	LETTUCE	COPPER OXIDE
1103	LETTUCE	QUINOLINE
1104	LETTUCE	BACILLUS SUBTILIS
1105	LETTUCE	LAMBDA-CYHALOTHRIN
1106	LETTUCE	METHOXYFENOZIDE
1107	LETTUCE	MYCLOBUTANIL
1108	LETTUCE	PROPAMOCARB HYDROCH.
1109	LETTUCE	PEROXYACETIC ACID
1110	LETTUCE	SULFOXAFLOR
1111	LETTUCE	METAM-POTASSIUM
1112	LETTUCE	BT KURSTAKI ABTS-351
1113	LETTUCE	FLUOPICOLIDE
1114	LETTUCE	GLYPHOSATE POT. SALT
1115	LETTUCE	IPRODIONE
1116	LETTUCE	BT KURSTAK ABTS-1857
1117	LETTUCE	BENSULIDE
1118	LETTUCE	MEFENOXAM
1119	LETTUCE	COPPER HYDROXIDE
1120	LETTUCE	BUPROFEZIN
1121	LETTUCE	CYANTRANILIPROLE
1122	LETTUCE	TOLFENPYRAD
1123	LETTUCE	DIMETHOMORPH
1124	LETTUCE	BACILLUS SUBTILIS AMYLOLIQUEFAC FZB24
1125	LETTUCE	OXYFLUORFEN
1126	LETTUCE	PENTHIOPYRAD
1127	LETTUCE	CYFLUTHRIN
1128	LETTUCE	CYAZOFAMID
1129	LETTUCE	IMIDACLOPRID
1130	LETTUCE	DICLORAN
1131	LETTUCE	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
1132	LETTUCE	MALATHION
1133	LETTUCE	PAECILOMYCES LILACIN
1134	LETTUCE	METHOMYL
1135	LETTUCE	PYRETHRINS
1136	LETTUCE	STREPTOMYCES LYDICUS
1137	LETTUCE	CYMOXANIL
1138	LETTUCE	DICHLOROPROPENE
1139	LETTUCE	FLONICAMID
1140	LETTUCE	PROMETRYN
1141	LETTUCE	BOSCALID
1142	LETTUCE	SULFUR
1143	LETTUCE	AMETOCTRADIN
1144	LETTUCE	OXATHIAPIPROLIN
1145	LETTUCE	BENEFIN
1146	LETTUCE	SETHOXYDIM
1147	LETTUCE	FLUPYRADIFURONE
1148	LETTUCE	THIAMETHOXAM
1149	LETTUCE	HYDROGEN PEROXIDE
1150	LETTUCE	FLUXAPYROXAD
1151	LETTUCE	PARAQUAT
1152	LETTUCE	DIFENOCONAZOLE
1153	LETTUCE	OXYDEMETON-METHYL
1154	LETTUCE	TRIFLUMIZOLE
1155	LETTUCE	MANCOZEB
1156	LETTUCE	NEEM OIL
1157	LETTUCE	SPINETORAM
1158	LETTUCE	MYROTHECIUM VERRUC.
1159	LETTUCE	CYPRODINIL
1160	LETTUCE	FENAMIDONE
1161	LETTUCE	FOSETYL-AL
1162	LETTUCE	CARFENTRAZONE-ETHYL
1163	LETTUCE	SPINOSAD
1164	LETTUCE	EMAMECTIN BENZOATE
1165	LETTUCE	PYRACLOSTROBIN
1166	LETTUCE	FLUAZINAM
1167	LETTUCE	PERMETHRIN
1168	LETTUCE	CYPERMETHRIN
1169	LETTUCE	CHLORANTRANILIPROLE
1170	LETTUCE	BIFENTHRIN
1171	LETTUCE	DINOTEFURAN
1172	LETTUCE	ACETAMIPRID
1173	LETTUCE	PYMETROZINE
1174	LETTUCE	FLUBENDIAMIDE
1175	PEPPERS	ETHALFLURALIN
1176	PEPPERS	FLUTRIAFOL
1177	PEPPERS	CUBE RESINS, OTHER
1178	PEPPERS	BETA-CYFLUTHRIN
1179	PEPPERS	LAMINARIN
1180	PEPPERS	FENPYROXIMATE
1181	PEPPERS	COPPER OCTANOATE
1182	PEPPERS	INDOXACARB
1183	PEPPERS	CLOTHIANIDIN
1184	PEPPERS	FOMESAFEN SODIUM
1185	PEPPERS	ACIBENZOLAR-S-METHYL
1186	PEPPERS	REYNOUTRIA SACHALINE
1187	PEPPERS	FAMOXADONE
1188	PEPPERS	BACTERIOPHAGE ACT. VS PSUEDO. SYRINGAE PV. TOMATO
1189	PEPPERS	BACILLUS AMYLOLIQUEFACIENS STRAIN D747
1190	PEPPERS	ACEPHATE
1191	PEPPERS	PYDIFLUMETOFEN
1192	PEPPERS	ENDOSULFAN
1193	PEPPERS	METRAFENONE
1194	PEPPERS	FLUENSULFONE
1195	PEPPERS	S-METOLACHLOR
1196	PEPPERS	BACILLUS PUMILUS
1197	PEPPERS	CHENOPODIUM AMBROSIO
1198	PEPPERS	CYROMAZINE
1199	PEPPERS	MONO-POTASSIUM SALT
1200	PEPPERS	INDOLEBUTYRIC ACID
1201	PEPPERS	CAPTAN
1202	PEPPERS	ALUMINUM PHOSPHIDE
1203	PEPPERS	AZOXYSTROBIN
1204	PEPPERS	ESFENVALERATE
1205	PEPPERS	FLUDIOXONIL
1206	PEPPERS	BEAUVERIA BASSIANA
1207	PEPPERS	METAM-SODIUM
1208	PEPPERS	CYPROCONAZOLE
1209	PEPPERS	TRIFLOXYSTROBIN
1210	PEPPERS	METHYL SALICYLATE
1211	PEPPERS	CLETHODIM
1212	PEPPERS	BACILLUS MYCOIDES ISOLATE J
1213	PEPPERS	KINETIN
1214	PEPPERS	MANDIPROPAMIDE TECHN
1215	PEPPERS	AZADIRACHTIN
1216	PEPPERS	FLUOPYRAM
1217	PEPPERS	ZETA-CYPERMETHRIN
1218	PEPPERS	ABAMECTIN
1219	PEPPERS	BURKHOLDERIA A396 CELLS & MEDIA
1220	PEPPERS	FENBUTATIN-OXIDE
1221	PEPPERS	NOVALURON
1222	PEPPERS	BIFENAZATE
1223	PEPPERS	STRYCHNINE
1224	PEPPERS	SPIROTETRAMAT
1225	PEPPERS	BT SUB AIZAWAI GC-91
1226	PEPPERS	NEEM OIL, CLAR. HYD.
1227	PEPPERS	CHLOROTHALONIL
1228	PEPPERS	COPPER OXIDE
1229	PEPPERS	MANEB
1230	PEPPERS	QUINOLINE
1231	PEPPERS	STREPTOMYCIN SULFATE
1232	PEPPERS	BACILLUS SUBTILIS
1233	PEPPERS	COPPER CHLORIDE HYD.
1234	PEPPERS	LAMBDA-CYHALOTHRIN
1235	PEPPERS	CYDIA POMONELLA GRANULOVIRUS V22
1236	PEPPERS	METHOXYFENOZIDE
1237	PEPPERS	CHLOROPICRIN
1238	PEPPERS	CYFLUFENAMID
1239	PEPPERS	METRIBUZIN
1240	PEPPERS	MYCLOBUTANIL
1241	PEPPERS	PROPAMOCARB HYDROCH.
1242	PEPPERS	PEROXYACETIC ACID
1243	PEPPERS	CARBARYL
1244	PEPPERS	SULFOXAFLOR
1245	PEPPERS	POTASSIUM SALTS
1246	PEPPERS	METAM-POTASSIUM
1247	PEPPERS	BT KURSTAKI ABTS-351
1248	PEPPERS	FLUOPICOLIDE
1249	PEPPERS	GLYPHOSATE POT. SALT
1250	PEPPERS	ETHEPHON
1251	PEPPERS	TEBUCONAZOLE
1252	PEPPERS	BT KURSTAK ABTS-1857
1253	PEPPERS	BENSULIDE
1254	PEPPERS	MEFENOXAM
1255	PEPPERS	COPPER HYDROXIDE
1256	PEPPERS	CYANTRANILIPROLE
1257	PEPPERS	BUPROFEZIN
1258	PEPPERS	BT SUBSP KURSTAKI STRAIN EVB-113-19
1259	PEPPERS	DIMETHOMORPH
1260	PEPPERS	PETROLEUM DISTILLATE
1261	PEPPERS	CRYOLITE
1262	PEPPERS	FENOXAPROP-P-ETHYL
1263	PEPPERS	OXYFLUORFEN
1264	PEPPERS	DIPHACINONE
1265	PEPPERS	COPPER SULFATE
1266	PEPPERS	PENDIMETHALIN
1267	PEPPERS	DIMETHOATE
1268	PEPPERS	DIFLUBENZURON
1269	PEPPERS	MINERAL OIL
1270	PEPPERS	PENTHIOPYRAD
1271	PEPPERS	CYTOKININS
1272	PEPPERS	CYCLANILIPROLE
1273	PEPPERS	ETOXAZOLE
1274	PEPPERS	CYFLUTHRIN
1275	PEPPERS	CYAZOFAMID
1276	PEPPERS	IMIDACLOPRID
1277	PEPPERS	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
1278	PEPPERS	MALATHION
1279	PEPPERS	PAECILOMYCES LILACIN
1280	PEPPERS	TETRACONAZOLE
1281	PEPPERS	METHOMYL
1282	PEPPERS	HEXYTHIAZOX
1283	PEPPERS	CLOMAZONE
1284	PEPPERS	PYRETHRINS
1285	PEPPERS	STREPTOMYCES LYDICUS
1286	PEPPERS	CYMOXANIL
