"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","14,000","","0.074","","0.098","","1.3","","17",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","22,000","","0.257","","0.287","","1.1","","9",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","17,000","","0.077","","0.158","","2","","13",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","30,000","","0.094","","0.116","","1.2","","31",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOLFENPYRAD = 90111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","402,000","","","","","","","","82",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (Z)","","0.025","","0.033","","1.3","","1",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","10,331,000","","176.082","","176.082","","1","","7",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","126,000","","0.354","","0.502","","1.4","","30",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MALEIC HYDRAZIDE, POTASSIUM SALT = 51503)","126,000","","1.811","","1.811","","1","","8",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","3,309,000","","193.624","","193.624","","1","","2",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","36,769,000","","164.422","","174.793","","1.1","","25",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PARAQUAT = 61601)","17,000","","0.36","","0.36","","1","","6",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SULFURIC ACID = 78001)","6,437,000","","272.768","","272.768","","1","","3",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","57,318,000","","","","","","","","43",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","46,000","","0.783","","1.327","","1.7","","60",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","3,000","","0.088","","0.1","","1.1","","46",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","1,000","","0.049","","0.049","","1","","28",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)","3,000","","0.088","","0.1","","1.1","","46",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","2,000","","0.098","","0.098","","1","","30",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","87,000","","","","","","","","74",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIPHENYLTIN HYDROX. = 83601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (EPTC = 41401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1,000","","0.048","","0.048","","1","","51",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","12,000","","0.298","","0.306","","1","","70",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","39,000","","1.256","","1.256","","1","","54",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","73,000","","","","","","","","73",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","3,000","","0.109","","0.109","","1","","43",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","8,000","","","","","","","","77",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","8,000","","0.234","","0.379","","1.6","","37",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SULFURIC ACID = 78001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","19,000","","0.121","","0.137","","1.1","","43",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","36,000","","0.243","","0.329","","1.4","","33",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","284,000","","0.787","","1.212","","1.5","","72",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","5,000","","0.112","","0.122","","1.1","","13",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","19,000","","0.099","","0.197","","2","","29",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","5,000","","0.112","","0.122","","1.1","","13",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)","8,000","","0.239","","0.239","","1","","10",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","20,000","","0.115","","0.168","","1.5","","36",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)","9,000","","0.563","","0.563","","1","","5",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","214,000","","1.149","","1.492","","1.3","","44",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)","16,000","","0.111","","0.2","","1.8","","24",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","23,000","","0.116","","0.202","","1.7","","35",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","72,000","","5.348","","15.008","","2.8","","1",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","8,000","","0.12","","0.12","","1","","19",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","39,000","","0.268","","0.438","","1.6","","28",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","846,000","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)","7,000","","0.172","","0.177","","1","","12",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)","77,000","","0.8","","0.8","","1","","30",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (EPTC = 41401)","225,000","","4.008","","4.561","","1.1","","15",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","111,000","","0.485","","0.492","","1","","70",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","156,000","","0.809","","0.886","","1.1","","54",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","1,000","","0.021","","0.022","","1","","20",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","50,000","","1.304","","1.349","","1","","11",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","662,000","","","","","","","","92",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","3,000","","0.017","","0.034","","2.1","","31",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","3,000","","0.056","","0.094","","1.7","","10",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
