"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","14,600","","","","","","","","78",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","1,400","","0.177","","0.25","","1.4","","25",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","60,400","","1.097","","4.659","","4.2","","56",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","5,400","","0.466","","1.439","","3.1","","16",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)","300","","0.066","","0.094","","1.4","","13",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,100","","0.204","","0.307","","1.5","","16",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","1,300","","0.091","","0.158","","1.7","","35",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPICOLIDE = 27412)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","13,200","","1.15","","1.89","","1.6","","30",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","2,400","","0.245","","0.429","","1.8","","24",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","3,500","","0.467","","0.686","","1.5","","22",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","91,000","","","","","","","","56",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENTAZON = 103901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)","3,800","","0.721","","0.721","","1","","23",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)","1,300","","0.182","","0.182","","1","","31",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","700","","0.326","","0.326","","1","","9",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","8,200","","","","","","","","45",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","8,400","","","","","","","","10",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,100","","","","","","","","54",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","800","","0.154","","0.288","","1.9","","38",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","18,100","","1.221","","2.848","","2.3","","82",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","500","","0.095","","0.198","","2.1","","36",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPICOLIDE = 27412)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","5,800","","1.411","","1.837","","1.3","","41",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","100","","0.374","","0.636","","1.7","","3",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
