"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","BLUEBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","BLUEBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","58,100","","0.889","","1.581","","1.8","","47",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","100","","0.043","","0.088","","2.1","","1",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1,200","","0.08","","0.095","","1.2","","17",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","2,000","","0.077","","0.203","","2.6","","13",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","200","","0.073","","0.079","","1.1","","3",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","173,900","","","","","","","","91",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","2,300","","0.025","","0.059","","2.3","","51",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)"," (NA)",""," (NA)",""," (NA)","","1.7","","8",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)"," (NA)",""," (NA)",""," (NA)","","1.7","","8",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT ISRAELENSIS AM 65-52 = 69162)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)","","1.4","","1",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHOLECALCIFEROL = 202901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","9,400","","0.578","","0.95","","1.6","","13",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","8,500","","4.785","","4.785","","1","","2",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (Z)",""," (Z)",""," (Z)","","2.2","","7",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","500","","0.518","","2.147","","4.1",""," (Z)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","1,700","","0.289","","0.543","","1.9","","4",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","35,700","","0.745","","2.183","","2.9","","21",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","300","","0.054","","0.054","","1","","7",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL ANTHRANILATE = 128725)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","20,000","","5.163","","5.351","","1","","5",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","5,300","","0.136","","0.377","","2.8","","18",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","700","","0.15","","0.196","","1.3","","5",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECEN-1-OL (Z) = 128980)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","87,700","","","","","","","","47",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TRICHODERMA ASPERELLUM STRAIN ICC 012 = 119208)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TRICHODERMA GAMISII STRAIN ICC 080 = 119207)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","BLUEBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)","100","","0.15","","0.206","","1.4","","1",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","1,800","","0.192","","0.385","","2","","36",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)","","1.2","","6",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","2,300","","0.286","","0.447","","1.6","","39",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","20,200","","4.097","","4.319","","1.1","","35",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","44,000","","1.685","","4.625","","2.7","","72",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","3,900","","2.476","","2.615","","1.1","","11",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,900","","0.28","","0.621","","2.2","","23",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","500","","0.089","","0.133","","1.5","","27",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1,300","","0.189","","0.392","","2.1","","25",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","400","","0.086","","0.136","","1.6","","21",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","9,300","","1.554","","4.967","","3.2","","14",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1,000","","0.151","","0.237","","1.6","","32",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","1,200","","0.145","","0.227","","1.6","","39",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","91,400","","","","","","","","85",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1,700","","1.047","","1.36","","1.3","","9",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","700","","0.138","","0.265","","1.9","","18",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","5,400","","0.658","","1.339","","2","","30",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","7,500","","1.217","","2.562","","2.1","","22",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","4,000","","1.676","","2.074","","1.2","","14",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,500","","0.467","","0.966","","2.1","","19",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","3,900","","1.957","","2.27","","1.2","","13",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","29,800","","","","","","","","56",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","200","","0.088","","0.135","","1.5","","14",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","700","","0.093","","0.202","","2.2","","27",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","2,900","","0.461","","0.612","","1.3","","35",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","900","","0.122","","0.302","","2.5","","22",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","9,800","","0.718","","1.484","","2.1","","50",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","4,000","","0.819","","1.182","","1.4","","25",""
